Page ID,Page Name,Disclaimer,Amount Spent (USD),Number of Ads in Library
195653847118138,Hopkinton Democrats,Hopkinton Democratic Town Committee,≤100,8
616098681783840,Decatur County Republican Party,Decatur County Republican Party,≤100,1
103815501066572,Rick4Mayor,Richard Rudolf Petfalski,≤100,2
101142779935339,Star941,iHeartMedia San Diego,≤100,1
104277231253120,909 Family,Michael Angel Martin,≤100,4
55542584360,United Way of Greater Topeka,These ads ran without a disclaimer,≤100,3
529906894087897,The Bayonne Community News,These ads ran without a disclaimer,≤100,1
101784627978365,David Pickett for City Council,David Henry Pickett,≤100,1
402709933236878,Cherry Hill PBA 176,Dennis E Moore,≤100,1
107502780957265,Ohio Values,Ohio Values,≤100,47
209941192541352,Apedes,Apedes,≤100,2
101937931453950,Jordan_intothewild,Jordan Dale Randall,≤100,2
1719000921660893,Sabrina Cervantes,Sabrina Cervantes for Assembly 2020,≤100,1
547855235421407,Steve Cochran for DNC,Steven Curtis Cochran,≤100,4
267600914143751,McIntyre for Orange County Sheriff,Eric L Mc Intyre,≤100,4
226054494427062,98.1 The Breeze,These ads ran without a disclaimer,≤100,2
100135834978000,Matt The Solar Guy,These ads ran without a disclaimer,≤100,32
102899898078766,Imbleach Him,Daniel Garcia Romero,≤100,2
105739594309629,Terri Finnerty,"Terri Finnerty for St. Pete Beach City Commission, District 1",≤100,1
130801576949640,Ole Smoky Distillery,These ads ran without a disclaimer,≤100,2
1488803804538481,Mike Siegel for Congress - TX-10,MIKE SIEGEL FOR CONGRESS,≤100,1
546931735453974,Feel the Bern Idaho,Caleb Foster Hansen,≤100,7
163384753710823,Chicago Lawyers' Committee for Civil Rights,These ads ran without a disclaimer,≤100,2
101606153640023,West Central Mountains Economic Development Council,These ads ran without a disclaimer,≤100,1
100326628286902,Kane and Kendall County scanner,These ads ran without a disclaimer,≤100,1
92041458211,Breast Cancer Action,BREAST CANCER ACTION,≤100,3
1461458590607924,Representative Merleyn Bell,Bell for Norman 2020,≤100,2
556579561035070,Hugg & Hall Mobile Storage,These ads ran without a disclaimer,≤100,1
130050797075084,Tampa Tiger Bay Club,Tampa Tiger Bay Club,≤100,4
176730249018909,Genetic Engineering & Biotechnology News,"Mary Ann Liebert, Inc., publishers",≤100,1
102848031357079,Scott J. Gilmer for Town Council,Rachel Nicole Gilmer,≤100,3
669571593058110,Flathead County Republican Women,Heidi Bucholdt Roedel,≤100,3
145479352172472,"The Law Office of Joanne M. Fakhre, PA","The Law Office of Joanne M. Fakhre, P.A.",≤100,1
1508225719470954,Hailey Livingston,These ads ran without a disclaimer,≤100,1
70534029154,"Patrick Mazzei, DDS - General Dentistry- Fresno, CA",Jill Elizabeth  Voss,≤100,3
168993021398,Life Network,LIFE NETWORK,≤100,1
576690225840098,Contending Modernities,Contending Modernities (University of Notre Dame),≤100,4
100777061654458,Wildlife Lovers,These ads ran without a disclaimer,≤100,47
274000798088,Connecticut Republican Party,Connecticut Republican Party,≤100,2
120694747962148,Jorgie Phantom,These ads ran without a disclaimer,≤100,46
2102809453136561,Term Limit Pledge,TermLimitPledge.Org,≤100,1
102230584705877,Elect Craig Allison Sheriff of Montgomery County,Craig Scott Allison,≤100,3
454412394751530,Representative Allison Hepler,Maine House Majority,≤100,2
1457800367685138,Above the Divide,Matthew Donald Sprague,≤100,13
102030401322719,KeepThe49th,Keep the 49th,≤100,2
100445491671156,Angela Ty for Probate Judge,Angela Tye for Probate Judge,≤100,1
44696275908,CoreBalance Therapy LLC,James Zdsainiel Mc Callum,≤100,3
330877903741198,Rancho Parco,Anthony W Parker,≤100,1
1220356378084954,Idahoans for Public Lands,Idahoans for Public Lands,≤100,1
506332106159730,Representative Diego Espinoza,Espinoza for House,≤100,2
355158401800181,Medicare Made Easy - Tampa Bay,Gary Wayne Crawford,≤100,3
272707023553,Medford Food Co-op,Medford Food Co-op,≤100,4
110144047247100,Beverly Pingerelli for AZ House,Susan O Tindall,≤100,2
420483484798924,Eric Dick,Eric Dick for City Council,≤100,1
1528300030715005,Lifestyle Financial LLC,These ads ran without a disclaimer,≤100,2
108891840764302,Vote For Pedro,PEDRO FIGUEIREDO FOR HOUSE D7,≤100,1
1474431632798570,Kustom Shirt'z W/Attitude,KustomShirtzwAttitude.com,≤100,4
2069457676625501,"Nicole Grohoski, State Representative",Maine House Majority,≤100,2
100479511572101,"Dr Cassim H Chilumpha, Sc",These ads ran without a disclaimer,≤100,9
502529886596584,Josh Sterling for County Board,Joshua Peter Sterling,≤100,1
210204606154787,Steelo Sports,These ads ran without a disclaimer,≤100,1
103952544560050,Elect Jim Cutler for Commissioner of Catoosa County District 3,Caleb Lee Perry,≤100,4
120431274642400,"City of Blue Springs, Missouri - Municipal Government",City of Blue Springs,≤100,2
364141580333134,Wash Co Republicans  Florida,Malcolm Scott Gainey,≤100,2
107443723120156,Jean4Wildwood,Jean M Vedvig,≤100,6
100600601598507,Ethan Brownell for Maine House District 106,Ethan S Brownell,≤100,4
110086283906954,Brodie for Wolfeboro,The Friends of Brodie Deshaies,≤100,5
102318787866911,DeWitt for Magistrate,Donald Alan Dewitt,≤100,2
104271077931356,Lisa Vance for Probate Judge,Kevin Brett Dykes,≤100,2
306045412816771,Sandra Hughes O'Brien - Wayne State University Board of Governors,San Dra Hughes O Obrien,≤100,1
1589387787789600,Alternative CPA & Consulting,Alternative CPA & Consulting,≤100,2
1591136044308252,Shanice Johnson for Circuit Judge,Shanice Whitley Johnson,≤100,2
2472883006056412,Katie Barrett for CO State House 45,Coloradans for Katie Barrett,≤100,2
217647305005750,Erasing 76 Crimes,Colin Emerson Stewart,≤100,2
102300698114307,Kevin Johnston for Northville Township Trustee 2020,The Committee to Elect Kevin Johnston,≤100,3
103242154419254,Blue Collar-Resume,These ads ran without a disclaimer,≤100,2
114351736671822,Anees,Anees Albert Mokhiber,≤100,4
81834369483,Town of Windsor Colorado,Town of Windsor,≤100,1
103550301015937,Nathan Willis-Shelbyville City Council Member,Nathan Willis,≤100,2
1904711629658596,Erane Washington for 14B District Court Judge,Committee to Elect Erane C. Washington Judge,≤100,4
403599626399943,"Marion Dems - Democratic Party of Marion County, Oregon",Marion County Democrats,≤100,1
395935471134251,Lindsey Constance for Kansas,"Lindsey Constance for Kansas, Erin Aldridge, Treasurer.",≤100,2
81639247722,Nebraska Children's Home Society,"A&K Marketing, Inc.",≤100,3
103268654671592,Ed King for State House,Edward Michael King Jr,≤100,3
113263696701986,Caroline Pemberton For Judge,CAROLINE TOMLINSON-PEMBERTON,≤100,2
117154273164679,Hoyer4Assembly,Citizens for Hoyer,≤100,3
226392040719886,Poached Jobs,Poached Jobs,≤100,1
634211213308634,Delegate Kevin Hornberger,Friends of Kevin Hornberger,≤100,3
103505917842974,Brian Austerman for Lee's Summit Board of Education,Miranda Jean Austerman,≤100,3
109535013991277,Acadia Parish Police Jury,Acadia Parish Police Jury,≤100,2
249549421757255,Joan Padilla for the 71st,Joan Padilla for State Representative,≤100,3
1471417609816811,Terry Keys,Terry Lynn Keys,≤100,2
157022225145063,Dave Stauffer for President,STAUF ENTERPRISES INC,≤100,1
155481614814752,"Simpson, P.C.",Andrew Iain Simpson,≤100,4
111457050403575,Coey Oliver for La Crosse County Board,Coey Edward Oliver,≤100,1
236685516417317,Rep. Earl Jaques,Delaware House Democratic Caucus,≤100,1
166472796750281,YWCA of Grand Island,Y W C A-SOUTH LOCATION,≤100,3
109271923909810,Friends of Tony Morelli,Tony E Morelli,≤100,4
133792266661686,Sheboygan County GOP,Republican Party of Wisconsin 6th District,≤100,3
801544546531118,Corey Strong for Congress,Committee to Elect Corey Strong,≤100,4
256471267712118,Supervisor Janice Hahn,Office of Los Angeles County Supervisor Janice Hahn,≤100,3
108604495854322,California Transit Association,California Transit Association,≤100,2
1549009352000546,SchiffGold,SchiffGold,≤100,11
2062145057247368,A Quarter Richer,These ads ran without a disclaimer,≤100,3
1920882228233015,Dr Means for House,Friends of Aaron Means 2020,≤100,2
107029667531017,Joe Walsh for County Commissioner,Joseph Michael Walsh,≤100,2
111498423682413,Robyn Colajezzi for PA State Representative,Robyn M Colajezzi,≤100,2
801128873366678,Darlington County Republican Party,Diane Marie Delucia,≤100,2
313672015981554,Montgomery County Democrat,Montgomery County Democrat,≤100,2
1718453831778886,Rep. Larry Mitchell,Delaware House Democratic Caucus,≤100,1
61304819713,Greater Yellowstone Coalition,"GREATER YELLOWSTONE COALITION, INC.",≤100,1
219776474783546,"Local, State & Federal Political News & Views",Kevin Lee Bryan,≤100,1
352008928575261,Blackrifle.co,Benjamin Jackson Owen,≤100,2
104939381111999,Schroeder for Council,Eric A Schroeder,≤100,1
224158517643930,Wyoming Business Alliance,Wyoming Business Alliance,≤100,3
1023993294350885,Solenergi,SOLENERGI LLC,≤100,1
112295900314709,Elect John Carpenter - Ambridge Area School Board,John James Carpenter,≤100,1
673860292624417,Councilman Jeff Souza,Jeffrey Allan Souza,≤100,5
106382017600422,Billy Prempeh,William S Prempeh,≤100,1
45436877937,University of California Television (UCTV),UCTV - University of California Television,≤100,1
2145391605519694,"State Representative Charles ""Chuck"" Owen, Louisiana House District 30",Charles Owen Campaign,≤100,4
105687761037753,Allen Moorman for City Council - Place 6,Kenneth Allen Moorman,≤100,2
121274831221880,NatureServe,NATURESERVE,≤100,4
100252351542253,"Macie P. Smith, EdD - Candidate SC State Univ. Board of Trustees",Dr. Macie P. Smith,≤100,2
104016347760370,Donnie Edwards for Sheriff 2020,Destiny Diane Gullick,≤100,4
100321548379706,Sherley  Cadet,These ads ran without a disclaimer,≤100,2
116490948921544,Team Cheryl Stephens,The Team to Elect Cheryl Stephens,≤100,2
273407692673376,The Vandalia Leader,These ads ran without a disclaimer,≤100,1
547595735305656,Assemblymember Adam Gray,Adam Gray for Assembly 2020 FPPC ID 1414307,≤100,2
160779733964761,Socialist Party of Michigan,Socialist Party of Michigan,≤100,2
102712011450643,James Mullen for Marlboro Central School District Board of Education,James Edward Mullen,≤100,1
104657904237009,Adorable Deplorables,Silon Entertainment LLC,≤100,1
103952604499522,Todd Longanacre for West Virginia House of Delegates,Campaign to Elect Todd Longanacre for House of Delegates 2020,≤100,2
103903941166367,Tia "Fix" Rumbaugh Huntington City Council District 3,Tia Renee Rumbaugh,≤100,1
525449544175467,Daniel Hernandez,Daniel for Arizona,≤100,1
222706951564880,Republican Party of Wisconsin - 6th District,Republican Party of Wisconsin 6th District,≤100,4
105010494435886,This is nothing,Arnie Enz,≤100,3
113539379019053,Itchingtovote,Caleb Jonathan Crump,≤100,4
101413481575398,Roger Kinsinger for PV Town Council,Roger Kinsinger for Prescott Valley Town Council,≤100,2
359484094167,Ohio Association of Advanced Practice Nurses,Ohio Association of Advanced Practice Nurses,≤100,10
317274428322477,Senator Nicholas P. Scutari,Scutari for Senate,≤100,6
102732001256103,Wes Hargis for 85th District House of Representatives,Jennifer L Price,≤100,3
629836407056659,The Nature Conservancy in Tennessee,Nature Conservancy,≤100,1
119817566077063,Friends of Dave Perez,David James Perez,≤100,2
287804661673061,"Georgette Dumont, Jacksonville Beach City Council",Georgette Dumont,≤100,2
2336921226330918,The Climate Trail,William David Volk,≤100,3
196930557512375,Let's Talk Nation USA,"Let's Talk Nation, LLC.",≤100,4
102373728054775,Manny Sanchez for State Representative,Manny 2020,≤100,3
116038262457876,Plano Area Democrats,Plano Area Democrats Club,≤100,4
108496404168216,Chris Laris for Uintah County Treasurer,Kenten B Pope,≤100,2
200932941966,Vermont Sustainable Jobs Fund,"VERMONT SUSTAINABLE JOBS FUND, INC.",≤100,1
82796200788,Indiana Humanities,"INDIANA HUMANITIES COUNCIL, INC.",≤100,1
711056292584179,Charles Law Jr For State Senate District 11,Charles Edward Law,≤100,3
132702460079970,"Murray Lampert Design, Build, Remodel",Gregg Andrew Cantor,≤100,1
178710023066881,Watch Takes Courage,alienationischildabuse.org,≤100,1
116278279754290,"Ali Seeling, Advocate for Spring Hill kids, teachers, parents and tax payer",Alissa (Ali) Seeling,≤100,2
254999748194899,The Digital Left,Digital Left,≤100,1
106866740836925,Racine County Counts,These ads ran without a disclaimer,≤100,3
341605999669896,Tippie,Steven Jonathan Tippeconnic,≤100,3
29423827874,Proclaiming Justice to the Nations,Laurie Ann Cardoza Moore,≤100,4
326003028083631,David Grigsby Hart for KY State Representative 86th District,David None Grigsby Hart,≤100,1
1841660996147673,"Sophie's Jackpot Slots- 1004 E Steger Road, Crete Illinois",These ads ran without a disclaimer,≤100,1
201052776624694,TidalWave Comics,TidalWave Productions,≤100,3
542914383197558,Amanda McKinney,COMMITTEE TO ELECT AMANDA MCKINNEY,≤100,1
104140741113600,Veronica Kemeny for Bay County State Committeewoman ELECT A VET,Veronica Newton Kemeny,≤100,2
111465727054622,Christopher Slat for State House,Christopher Slat for State House,≤100,3
113121680339746,Zachary Tomczik,Zachary Stephen Tomczik,≤100,5
102715801296671,America Ascendant by Dennis M. Spragg,Dennis M Spragg,≤100,2
218243365760260,Sioux Falls Zoologists,Dale Richmond Hemming,≤100,1
338545133418442,State Rep. Mark Walker,Citizens for Mark Walker on Behalf of State Rep. Mark Walker,≤100,1
108263142992027,Kevin Wilson - Libertarian for Congress,KEVIN WILSON FOR CONGRESS,≤100,2
2159743680729279,Shawna Walraven Bay County Treasurer,Friends of Shawna Walraven,≤100,3
110461421890,Michigan Medicine,These ads ran without a disclaimer,≤100,1
104095777922368,Indiana Needs Better,Kevin R Bays,≤100,4
110625213899299,VOTE 4 PARRY,Loni Allen Parry,≤100,4
113031366798257,Every family has a story,These ads ran without a disclaimer,≤100,3
1440642619375498,Amigos De Armando "Mandy" Rivera Díaz 2020,These ads ran without a disclaimer,≤100,14
286051644800463,Todd Harris for Surry County Register of Deeds 2020,William Todd Harris,≤100,2
1162708097134966,Citizens for Euclid Schools,Citizens for Euclid Schools,≤100,3
110758590622695,Chip Nix for Sheriff,Chip William Nix,≤100,2
242491566281428,Robert Jeffrey for Roanoke,Robert Jeffrey for Roanoke,≤100,2
151040535104241,Phillip C Parrish for Minnesota,Phillip Parrish,≤100,3
1931007826915441,Zahra Suratwala,Zahra T Suratwala,≤100,1
2205266086382921,LaShaunna,These ads ran without a disclaimer,≤100,1
138429066341013,Koberlein Law Offices,Koberlein Law Offices,≤100,1
340573205959601,Rep. Valerie Maglio Longhurst,Delaware House Democratic Caucus,≤100,1
133095124063,Nova Lewis,Nova Seneca Lewis,≤100,5
1782625915352329,Newtown Democrats of Bucks County,Newtown Democratic Club,≤100,2
101282268147419,Chris Thompson for Madison County District 2 Commissioner.,Christopher D Thompson,≤100,1
100391888095426,Right Size San Marco,RIGHT SIZE SAN MARCO INC,≤100,2
1581025088784376,Friends of Charles Tassell,Charles C Tassell,≤100,2
391272597750378,Affordable Housing Management Association of Northern CA & HI,AFFORDABLE HOUSING MANAGEMENT  ASSOCIATION - NORTHERN CALIFORNIA AND HAWAII,≤100,9
104593244368424,Ben Moss for NC House,Ben Moss for NC House,≤100,1
105105017698613,Friends for Judge Marubio,Dontien S Ingram Moore,≤100,2
107044770822167,Jack Redlinger for Henry County Sheriff 2020,Jack Redlinger for Sheriff,≤100,3
102801274566285,waveyyp,These ads ran without a disclaimer,≤100,2
766599976729205,"Streff Legal, PLLC: Immigration and Civil Rights Law","Streff Legal, PLLC",≤100,2
110967443842854,Floyd Hodges for Alvin ISD School Board,Floyd Ray Hodges,≤100,2
513514265494364,Bernie Ash,Marah Rai Chaffin,≤100,1
721340781352249,The Digital Plan,The Digital Plan,≤100,2
276603092445187,Dustin Burley for State Representative 53rd,Dustin Burley Campaign,≤100,5
425523490830832,Baresoaps,These ads ran without a disclaimer,≤100,2
103506933333575,Jared Jones - The Jones Group,These ads ran without a disclaimer,≤100,1
423860668444880,2020 Census Mendocino Counts,These ads ran without a disclaimer,≤100,2
103179997881889,Progressive Insider,Progressive Insider,≤100,2
36896895635,Rockwood School District,Rockwood School District,≤100,3
102911018120276,Blmfacemask,These ads ran without a disclaimer,≤100,39
1597768883855865,Mark Newgent,Mark Adam Newgent,≤100,3
97051158552,Ewam Boutique,These ads ran without a disclaimer,≤100,1
104644481159870,The Mitch McConnell Retirement Committee,The Mitch McConnell Retirement Committee,≤100,4
109714205711557,John Anderson for Congress 2022,John Anderson for Congress 2020,≤100,1
41775291124,Capital Pride,Pink Media,≤100,1
10387879804,Adobe Students,These ads ran without a disclaimer,≤100,10
109185544009033,Kris Spanjian for HD40,Kris Spanjian for HD40,≤100,2
2019723464919251,Stevens Point Life,Michael L Richards,≤100,12
103890667844242,"Mujeeb Kazi For Keller, City Council Place 6",Mujeeb For Keller,≤100,3
190435021548814,Tina Goodrick for State Representative,Missourians For Tina Goodrick,≤100,2
103473317929797,Make My Pet Great,Trump My Pet,≤100,2
141045353267416,Vote Tarece Johnson,Paid for by Vote for Tarece Johnson,≤100,2
151019860144,Ben Meiklejohn for State Representative,Benjamin None Meiklejohn,≤100,3
109492479071537,Michigan Nursery and Landscape Association,Michigan Nursery and Landscape Association (MNLA),≤100,8
281087822790937,Roger Misso,Roger Lawrence Misso,≤100,1
169437476450466,Meyer Memorial Trust,MEYER MEMORIAL TRUST,≤100,4
106861030702754,Mark Salinas for Sheriff,Mark Anthony Salinas,≤100,4
102835311215458,Dan Dulyea for Martinsburg Mayor,Committee to Elect Dan Dulyea,≤100,3
358288514253075,Richland County Coroner's Office,Patrick Faust,≤100,1
103413231337462,Doc Marchese For Nutley,Scott Daniel Decarlo,≤100,1
763299437079674,Toomey Investment Management,These ads ran without a disclaimer,≤100,1
107501510813786,Jersey Jaime's Vegan,These ads ran without a disclaimer,≤100,1
1513354975626399,Kansas Interfaith Action,Kansas Interfaith Action,≤100,2
104227697893913,Charlottesville News Report,These ads ran without a disclaimer,≤100,2
104005777970217,The Chrestman Conversation,Chrestman Conversation,≤100,3
1595631234033198,"The Manely Firm, P.C. All Family Law Atlanta",These ads ran without a disclaimer,≤100,1
1160291140689879,Peter Amundson,Peter Amundson,≤100,11
104476684406218,Bill Haddad for Canastota Mayor,William M Haddad,≤100,5
106014244204778,Ish Harris for School Board,Ishamon Ian Harris,≤100,2
108050024214866,Trump Supporters Apparel,Christel Renee Soyinka,≤100,1
107623157282331,Elect Amanda Miller for Juvenile/Probate Judge,The Committee to Elect Amanda Miller Judge,≤100,2
374437816488974,Better Holmdel,Kin K Gee,≤100,3
182605735142870,Jason Saine for NC House,Jason Saine Committee,≤100,2
1661882727239827,Mannion for State Senate,Mannion for State Senate,≤100,4
105462841102856,Missions Accomplished,Phillip Ryan Parks,≤100,3
1713428018889599,Invenergy,These ads ran without a disclaimer,≤100,1
105556644361566,Peace of Mind Family Network,Peace of Mind Family Network,≤100,2
111409093713897,Mary Lynn Hickey for Purcellville Town Council,Mary Lynn Hickey,≤100,6
101334178199462,Carlton B. Washington "Take Our Vote Back",Carlton Bernard Washington,≤100,3
149714575521093,The System is Down,Goulash Media,≤100,3
105639243223514,801 Coffee Roasters,These ads ran without a disclaimer,≤100,1
350210358815966,"Lawrenceville, GA Local - News Break",These ads ran without a disclaimer,≤100,7
188754891136497,Tax Solutions Group,These ads ran without a disclaimer,≤100,1
113084306880934,Richard White for State Representative District 99,Richard White for State Representative,≤100,1
790530820975690,Patrick Martin,Patrick Stephan Martin,≤100,2
2317424211838574,"Louisville for Socialism, then Communism",Louisville Communists,≤100,2
105151111195222,DropTweet,Bradley William Peterson,≤100,2
1299950720159948,Merriam City Councilwoman Whitney Yadrich,Whitney Is Merriam,≤100,6
804006622956338,Friends of the Black River Forest,Mary Kathleen Faydash,≤100,2
101608271392557,Strrel,Strrel LLC,≤100,3
1153172701379037,A New Beginning Church,These ads ran without a disclaimer,≤100,1
1853533064675547,The Mark White Show,These ads ran without a disclaimer,≤100,1
112938390258028,Ultra fast tshirts and more,These ads ran without a disclaimer,≤100,1
68563629337,Fred Upton,Upton For All Of Us,≤100,1
130538703630838,SuperTalk Mississippi,These ads ran without a disclaimer,≤100,1
115023080230311,Pinellas County for Joe Biden 2020,Jason Paul Toledo,≤100,3
284685902274597,Rev. Desmond Wallace - School Board District 14,Desmond Wayde Wallace,≤100,1
104658830978720,Jeffrey Mack for DuPage County Auditor,Jeffrey None Mack,≤100,4
100913471486535,POTUS T-Shirt,POTUS T-Shirts,≤100,12
110547337102025,Tara for PA State House Rep,Friends of Tara Shakespeare,≤100,2
2215376505346188,West Virginia Center on Climate Change,Thomas Rodd,≤100,2
111475477038585,Anderson + Wanca,These ads ran without a disclaimer,≤100,4
114385913442266,Beam CBD,These ads ran without a disclaimer,≤100,14
2278693329051276,Les Smith for Office II,Marylouis A Kromer,≤100,1
176898723083373,Chanda Choun for Arlington,Chanda Choun,≤100,5
109043040742945,Benjamin Smith for SC House 18,Benjamin Thomas Smith,≤100,2
100425131541220,Becky Edwards for Christian County Board,Becky T Edwards,≤100,1
117776154932115,New Futures,Bobbie Burgess,≤100,2
253124008097628,Idaho Wildlife Federation,IDAHO WILDLIFE FEDERATION,≤100,1
182228298502692,Famous Sandwiches,These ads ran without a disclaimer,≤100,1
110069022388754,Brian Clinger - Real Estate Group,These ads ran without a disclaimer,≤100,2
1466383900093944,Tyler Whitlow,Tyler Doyle Whitlow,≤100,2
114886840204601,Reusable Straws,Sergiu C Mocanu,≤100,9
2400774110167462,Gladys Harrison,Steve Verzwyvelt Jr.,≤100,1
108737490809730,"Habersham County, GA. Injustice",Kenneth Earl Clore,≤100,9
321492557896,Vinnie Bacon for Alameda County Supervisor,"Vinnie Bacon for Alameda County Board of Supervisors, District 1, 2020",≤100,1
109465143936344,Longfellow For City Council,Longfellow For City Council,≤100,2
149197578450467,"People for Libraries - Washington County, Oregon",These ads ran without a disclaimer,≤100,2
149451418987667,Boricuas Unidos en la Diáspora - BUDPR,Boricuas Unidos en la Diáspora,≤100,2
430206533813538,Ian Mahal,Mark Ian Mahal,≤100,1
106636844170360,No on Kevin de Leon,Monica Garcia for City Council 2020,≤100,2
116891878341066,National Coalition of Girls' Schools,National Coalition of Girls' Schools,≤100,2
121197494664511,Bell Tax Accountants,These ads ran without a disclaimer,≤100,7
642268192537646,American Immigration Control Foundation,American Immigration Control Foundation,≤100,4
1258850630904643,Paul Stoddard for State Representative: IL-70,Randi E Olson,≤100,6
113276080356948,Study on Perceived Obstacles for State Recreational Cannabis,These ads ran without a disclaimer,≤100,1
831534076927202,What's Your Elephant,These ads ran without a disclaimer,≤100,1
100922078280992,Georgians for Affordable Rx,Georgians for Affordable Rx,≤100,29
104847667793857,Paducah United,Paducah United Inc,≤100,6
1759744807635622,Larry Walker,These ads ran without a disclaimer,≤100,1
111465340516979,PWMoore,Theodore A Begnoche,≤100,3
605383976206319,San Jose-Evergreen Community College District,These ads ran without a disclaimer,≤100,2
182411868448942,California Association for Nurse Practitioners,California Association for Nurse Practitioners,≤100,2
192732630795577,"City of Aurora, IL, Government","City of Aurora, Illinois",≤100,1
1221753461219820,Illinois Citizen Force,Illinois Citizen Force,≤100,1
111599755544343,Eagle Ranch Academy,Jeffrey Jace Vernon,≤100,1
101585707952830,Vaughn for Judge,Ray W Vaughn,≤100,2
100580921557876,Doria Drost for House District 16A,Doria Kendra Drost,≤100,4
102399131134819,Montanans Organized for Education,Montanans Organized for Education Action Fund,≤100,4
100428271308528,"Thinking Black Men Of Providence, LLC",Andre Terrell Wright,≤100,4
330618573970840,Solaris Senior Living Merritt Island,These ads ran without a disclaimer,≤100,3
112992443682788,Nation Based,Jame Edward Allen,≤100,13
102872757995358,Bruce McFarland : Democrat,Bruce David Mc Farland,≤100,1
109665207387974,The Panda Tribune,These ads ran without a disclaimer,≤100,4
109466767405220,Ed Brimner for Wakulla County Property Appraiser,Edward Eugene Brimner,≤100,2
100886509966714,2 Kool,These ads ran without a disclaimer,≤100,2
142152986329,"Crisis Line & Safe House of Central Georgia, Inc.",Mobile Media Plus,≤100,1
1511550779074990,Dakotans for Honesty in Politics,Elizabeth Sharon Morris,≤100,3
302788163533996,Terri LeGrand for NC,Committee to Elect Terri LeGrand,≤100,2
0,Instagram User 545062383,These ads ran without a disclaimer,≤100,10
104795944575968,Elect Mary Foreman,Mary Kate Foreman,≤100,4
112235732143274,Glacier National Park Conservancy,Michael Robert Cantafio,≤100,3
208955165805209,Jews for Racial and Economic Justice [JFREJ],"JEWS FOR RACIAL AND ECONOMIC JUSTICE, INC.",≤100,2
452119908156321,Grow Ahead,Grow Ahead,≤100,2
315486552296086,PadSplit,These ads ran without a disclaimer,≤100,6
200086043484399,SPARC,SPARC,≤100,2
100714730362887,Mister Phillips,Mister Phillips,≤100,4
24916073979,Glendale United Methodist Church - Nashville,Glendale United Methodist Church - Nashville,≤100,11
105492194146816,My Stance,Stanley Andrew Anderson,≤100,4
100295974782072,The Lost Magnolia Boutique,These ads ran without a disclaimer,≤100,1
107163667472070,Karen Ben-Moyal for The People's Congress 2020: Independent for TX CD-14,"KAREN BEN-MOYAL, COMMITTEE TO ELECT FOR CONGRESS",≤100,7
101129036622583,Portland Children's Levy,Portland Children's Levy,≤100,4
105540974259327,Bengie Velázquez,These ads ran without a disclaimer,≤100,10
436384187184174,H. Wayne Clark for Sheriff,H. WAYNE CLARK FOR BROWARD COUNTY SHERIFF,≤100,1
135735107236826,Our Revolution Nevada,These ads ran without a disclaimer,≤100,1
24553361955,Barb Byrum,BARBARA ANNE BYRUM-DELANEY,≤100,2
347527295271249,Florida Association of Special Districts,"The Florida Association of Special Districts, Inc.",≤100,1
232763940636181,Casey Toof,Casey J Toof,≤100,2
282878411750474,Re-elect Councilman Ian T. Lovejoy,Friends of Ian Lovejoy,≤100,4
109056030606227,The Primed Patriot,Adrian Robert Huth,≤100,1
439029736255058,Law Office of Robbi Abrams Cook,Law Office of Robbi Abrams Cook,≤100,3
113971873335382,Rep. Dan Deasy,Robert Caton,≤100,2
104050321332639,Donaldly,Scott Thomas Reed,≤100,5
591410131304929,Congressman John Joyce,Congressman John Joyce,≤100,2
113690033700861,The Fight 2 Unite,These ads ran without a disclaimer,≤100,1
172251242814543,"Representative Teri Anulewicz, Georgia House District 42","Teri for Georgia, Inc.",≤100,1
1375562049331471,South Central Nebraska Right to Life,South Central Nebraska Right to Life,≤100,2
160927677268450,Fierro Communications Inc.,These ads ran without a disclaimer,≤100,1
116520031761750,"The Franklin County, Pennsylvania Republican Journal",Dwight Weidman-The Franklin County Journal,≤100,5
290611681891012,Matt Salka for Commissioner,Matt for County Commissioner,≤100,3
2394452657254378,Angelica Pacheco,ANGELICA PACHECO,≤100,1
1688274731471873,"Alan H. Cohn, First Vice President/Investments - Stifel",These ads ran without a disclaimer,≤100,1
457334678060611,Mano Dura,Frank D. Fernandez Capellan,≤100,11
715424088590127,"Margaret Labus, Lake Geneva Real Estate Information",Margaret Kate Labus,≤100,1
136952416898,Ron Cantor,These ads ran without a disclaimer,≤100,2
105954117720297,Countere,Zachary Emmanuel Schwartz,≤100,2
556987250982162,Climate First,Edward Laurence Conwell Iii,≤100,3
67011831040,Canon Press,Canon Press,≤100,6
108040263891953,May Day Student Organization,May Day Student Organization,≤100,15
2053147224741292,"Russ Williston, Lancaster Planning Board",Russell W Williston,≤100,1
39102064726,Cabarrus Magazine,Jason Edward Huddle,≤100,6
100440978214544,Shawn L. Labrum for Uintah County Commissioner,Tafni Kay Labrum,≤100,3
109281025757735,Jackson Health System,These ads ran without a disclaimer,≤100,1
345619202237038,West Milford Democratic Club,Melissa Marian Brown Blaeuer,≤100,2
279163405522569,Anderson County Tennessee Democrats,Eric Reed Keller,≤100,2
839862206142153,March And Rally Los Angeles,March And Rally Los Angeles,≤100,1
103605491263659,Travis for Georgia,Travis for Georgia,≤100,1
80313731878,The Network - Advocating Against Domestic Violence,CHICAGO METROPOLITAN BATTERED WOMENS NETWORK,≤100,4
