Page ID,Page Name,Disclaimer,Amount Spent (USD)
546244689055708,Beacon,MAINE PEOPLE'S ALLIANCE INC,1959
107953199261156,ifaw,"INTERNATIONAL FUND FOR ANIMAL WELFARE, INC.",1872
109111900634787,Reverend Raphael Warnock,WARNOCK FOR GEORGIA,1849
176789922364429,Steve Daines,STEVE DAINES FOR MONTANA,1848
262014011153122,Maine Forward,MAINE CENTER FOR ECONOMIC POLICY,1843
1487587521541634,President Donald Trump Fan Club,I Love My Freedom,1839
111182343682003,Certified CCW,CertifiedCCW.com,1822
19192438096,AAAS - The American Association for the Advancement of Science,American Association for the Advancement of Science,1788
203805062990264,Ben Shapiro,The Daily Wire,1764
495950117447546,Protect Freedom PAC,PROTECT FREEDOM POLITICAL ACTION COMMITTEE,1739
305832706292882,American Gun Association,GunAssociation.org,1695
1751757861757694,Balsam Valley Chapel,John D Linnehan,1691
560140464159364,Stand for the 2nd Amendment,SFT2 Tactical Supply,1682
12301006942,Democratic Party,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,1675
530604487365010,Old Glory Flagpole Kits,Service First Flag Poles,1651
5720973755,Defenders of Wildlife,DEFENDERS OF WILDLIFE,1649
1025055787535714,A Case for Women,A Case for Women,1628
571182609571332,NextGen America,NEXTGEN CLIMATE ACTION COMMITTEE,1622
139599847972,National Nurses United,National Nurses United,1618
8321461609,MomsRising.org,MomsRising Education Fund,1607
215968684159,AFT - American Federation of Teachers,American Federation of Teachers,1591
85452072376,Newsmax,Newsmax Media,1573
114710126648118,Republican Dogs,Republican Dogs,1554
77130778113,Coalition for Medicare Choices,The Coalition for Medicare Choices,1485
717115395103069,PrintedKicks,Printed Kicks,1481
16477459734,League of Conservation Voters,"LEAGUE OF CONSERVATION VOTERS, INC",1473
260366367717440,Committee to Protect Medicare,Committee to Protect Medicare PAC,1451
605168822998856,314 Action,314 ACTION FUND,1433
143986912311328,University of Vermont Continuing and Distance Education,University of Vermont,1404
1210101199161467,Real Maine Facts,Samuel I Katz,1403
1523403537916328,State Innovation Exchange,State Innovation Exchange,1397
116173266451580,Adrienne Bennett for Congress,ADRIENNE FOR CONGRESS,1397
461204744067686,Family Protection Association,Family Protection Association,1385
332716170522025,America First Action,America First Action,1381
833845080319275,The Daily Patriot,Full Tilt Holdings LLC,1364
2283535575207809,Ditch Mitch,DITCH FUND,1340
681626158940626,Mission Roll Call,Americas Warrior Partnership,1335
5644748986,National Wildlife Federation,NATIONAL WILDLIFE FEDERATION,1322
17911165812,Covenant House International,Covenant House,1297
7483836629,Ancestry,Ancestry.com Operations Inc.,1274
747783932079184,Jared Golden for Congress,COMMITTEE TO ELECT JARED GOLDEN,1256
132492254050920,American AF,AAF Nation,1246
27311599342,Preemptive Love,Preemptive Love Coalition,1234
2037695643113766,Blexit,Blexit Foundation,1224
120551431317,Nickelodeon,Nickelodeon with Facebook Ad Credits,1218
213792049451918,Stand For America,Stand For America Inc,1205
159964696102,Kevin McCarthy,KEVIN MCCARTHY FOR CONGRESS,1203
72931140459,Center for Biological Diversity,"CENTER FOR BIOLOGICAL DIVERSITY, INC.",1190
1194865807192273,Conservative Gear,Outergoods LLC,1179
314499212242,Pfizer,Pfizer Inc.,1166
140357056032320,NEA Today,National Education Association,1160
260713150211,Protect Our Winters,Protect Our Winters,1157
45393753416,Alliance Defending Freedom,Alliance Defending Freedom,1154
97830335456,Patagonia,"PATAGONIA, INC.",1145
8047221596,Save the Children US,"SAVE THE CHILDREN FEDERATION, INC.",1134
373814729643508,Let America Vote,LET AMERICA VOTE PAC,1131
2187379771585316,Protect Maine's Fishing Heritage,Protect Maine's Fishing Heritage,1129
246323280108,American Medical Association (AMA),American Medical Association,1123
109116647123146,Matthew Leonard for State Senate,Matthew Joseph Leonard,1113
181183059253295,Dorsal Bracelets,Dorsal Bracelets,1103
18813753280,Human Rights Campaign,"HUMAN RIGHTS CAMPAIGN, INC.",1093
100137754724934,Trump 2020 Supporters,Proud Right Winger,1061
383677738397139,Association for Accessible Medicines,Association for Accessible Medicines,1057
393932827634250,Dissent Pins,Common Practice,1055
169130743498585,Tactical Pro Supply,Chad Keller,1041
8501031021,VoteVets.org,"VoteVets Action Fund, Inc.",1040
22877548156,Earth Day Network,EARTH DAY NETWORK INC,1030
15188122178,The Hamilton Collection,The Hamilton Collection,1016
304600892905134,Hillsdale College Online Courses,HILLSDALE COLLEGE,1014
11911627997,Pancreatic Cancer Action Network,"PANCREATIC CANCER ACTION NETWORK, INC.",1008
2602473023098666,Democratic Polling Center,Democratic Governors Association,999
1435071773455316,Daily Wire,The Daily Wire,985
168051710543266,Lacy Johnson,Lacy Johnson for Congress,981
219597368974078,Congressman Jared Golden,Office of Congressman Jared Golden,980
15687409793,World Wildlife Fund,World Wildlife Fund,961
1001412010049604,Peace 24-7,John D Linnehan,953
69039563201,Open Doors USA,"OPEN DOORS WITH BROTHER ANDREW, INC.",953
30139072158,CARE,CARE,936
167586229923327,World Food Program USA,World Food Program USA,927
209516845093,NRDC Action Fund,NRDC Action Fund,923
1556932204325823,ProgressPop,ProgressPop,922
328853823844484,Balance of Power,Balance of Power,919
277005566267077,Blueland,Blueland,915
57259033959,AARP,AARP,915
112942500238297,Trees4Australia,Trees4Australia,903
124955570892789,Bernie Sanders,BERNIE 2020,893
169294473121454,Policetees.com,PoliceTees.com,891
6500552187,Hulu,"HULU, LLC",874
94047978366,PCCC - BoldProgressives.org,PROGRESSIVE CHANGE CAMPAIGN COMMITTEE,871
321250352104571,Valerie Plame,VALERIE PLAME FOR CONGRESS,835
21492729544,Catholic Relief Services,CATHOLIC RELIEF SERVICES - UNITED STATES CONFERENCE OF CATHOLIC BISHOPS,835
1864721517082089,Democratic Attorneys General Association,Democratic Attorneys General Association,819
293225127381200,Patriot Depot,The Patriot Depot,808
134705859885321,Unilever,Unilever,803
396542850837611,Declaration for American Democracy,"PUBLIC CITIZEN FOUNDATION, INC.",800
116534199732974,USA Carry Online,USA Carry Online,778
555787351119974,Coalition to Protect America's Health Care,Coalition to Protect America's Health Care,775
169130470583214,Demand Justice,Demand Justice,774
307375481705,AARP Maine,AARP,773
706716899745696,Women for Trump,"DONALD J. TRUMP FOR PRESIDENT, INC.",765
221890358218748,Til Valhalla Project,Til Valhalla Project,763
85452072376,Newsmax,"NEWSMAX MEDIA, INC.",752
43131954532,Maine Conservation Voters,Maine Conservation Voters,750
1099478666810053,Meals For Pets,Meals for Pets,749
2353537341582545,Proud Patriots,"Unicorn Wealth, LLC",739
108692310594568,UNITE HERE,UNITE HERE PAC,730
15041226930,Oxfam,"OXFAM AMERICA, INC.",708
7263476274,Mercy Corps,Mercy Corps,707
23875187730,Feeding America,Feeding America,706
1690071827911682,Cleancult,cleancult,699
95356211637,Ben Ferguson,Ben Ferguson show,698
385473284886474,Hillsdale College,HILLSDALE COLLEGE,692
596556607135301,The Earthling Co.,The Earthling Co.,676
6985452607,Brita USA,The Clorox Company,674
6231686654,Compassion International,"COMPASSION INTERNATIONAL, INCORPORATED",669
841195999322916,Trey Stewart,Stewart for Senate,661
6236054211,Brady,Brady Campaign to Prevent Gun Violence,658
281844617168,Jewish Voice Ministries International,JEWISH VOICE MINISTRIES INTERNATIONAL,656
245284549333866,ASMDSS,ASMDSS,655
109021767293838,Making Retirement Last,Making Retirement Last,650
1086042774800835,Cumberland County Soil & Water Conservation District,Cumberland County Soil & Water Conservation District,643
383877235817031,Keep America Great,Keep America Great,636
38471053686,Elizabeth Warren,"WARREN DEMOCRATS, INC.",632
109421543889483,Downeast Wind,Downeast Wind,629
97493741436,John W. Hickenlooper,HICKENLOOPER FOR COLORADO,621
598924810530984,Keeping America Great,FamTeeWorld,619
8934429638,Planned Parenthood Action,Planned Parenthood Votes,618
18479402361,No Kid Hungry,No Kid Hungry,618
49651563727,Live Action,Live Action,617
21375324480,The Heritage Foundation,HERITAGE FOUNDATION (THE),615
15239367801,The Wilderness Society,"WILDERNESS SOCIETY, THE",614
47710973068,Cooperative Action Network,National Rural Electric Cooperatives Association,612
102389457864860,Treehuggers Bracelets,ECOMX LLC,608
1368826199842027,Marsy's Law for Maine,"Marsy's Law for Maine, LLC",595
278490715553293,Martha McSally,MCSALLY FOR SENATE INC,595
100256754899828,Patriot's Cave,Patriots Cave,594
111879680307648,Anne Carney for State Senate,Anne Carney for Maine,593
110934590499876,Vote In Maine,MAINE DEMOCRATIC PARTY,583
20876805343,March of Dimes,MARCH OF DIMES INC.,579
102801507792085,Kennebec Valley Society,Kennebec Valley Society LLC,566
81517275796,UNICEF USA,UNITED STATES FUND FOR UNICEF,562
596556607135301,The Earthling Co.,Educated Earthling,562
1336293769761923,Jon Ossoff,JON OSSOFF FOR SENATE,559
104017354575780,"Dr. Charlie Pattavina for Senate, Waldo County",Pattavina for Senate,553
6279167307,Easterseals,Easterseals,553
103682110993833,Arctic Refuge Defense Campaign,Alaska Wilderness League,552
118502801658228,Young Kim,Young Kim for Congress,549
18709174006,National Audubon Society,"NATIONAL AUDUBON SOCIETY, INC.",548
17203056985,Partners In Health,Partners In Health,543
8532248414,Wounded Warrior Project,"WOUNDED WARRIOR PROJECT, INC.",540
2078647579047586,Project Pulso,Project Pulso,530
100666038243915,True American Patriot,Gold Sky Ventures LLC,528
316955281351,APWU - The American Postal Workers Union,AMERICAN POSTAL WORKERS UNION,526
43950743364,Stand for Children,"Stand for Children, Inc.",526
163302087408673,Stop The Donald,Stop the Donald,526
43251814239,Maine Policy Institute,Maine Policy Institute,523
292351509697,Jerusalem Prayer Team,Jerusalem Prayer Team,519
408250066356,Bill O'Reilly,"Bill Me, Inc.",519
8492293163,Environmental Defense Fund,Environmental Defense Fund,517
93114332471,20/20 Research,2020 Research,514
87277126609,Natural Resources Council of Maine,NATURAL RESOURCES COUNCIL OF MAINE INC,512
102592959026,Ocean Conservancy,"OCEAN CONSERVANCY, INC.",497
107478604080028,Way To A Happy Heart,Iesha Marriah Nixon,496
567371470277443,The Wilderness Society Action Fund,The Wilderness Society Action Fund,493
1917715138510680,Follow Your Legend,Legend Bracelet,490
7962229886,Environmental Working Group,ENVIRONMENTAL WORKING GROUP,489
680549575421741,UnitedVoice.com,"Beachside Media, Inc.",486
137569740231452,Respect The Look,Respect The Look,485
100143108093244,No CMP Corridor,No CMP Corridor,484
46093654473,National Republican Congressional Committee,NRCC,482
101181794707874,United Research Group,United Research Group,479
111970730196550,World War Zero,AMERICAN SECURITY PROJECT,478
1600352356914768,PushBlack,PushBlack,477
709046012792616,National Audubon Society Action Fund,National Audubon Society Action Fund,472
76625396025,CDC,Centers for Disease Control and Prevention (CDC) with Facebook ad credits,471
7292655492,MoveOn,MOVEON.ORG CIVIC ACTION,469
210277954204,The Young Turks,"The Young Turks, Inc.",468
110022477032429,Mike Franken,FRANKEN FOR IOWA,465
278703415666824,Jeremy Jones,Protect Our Winters,462
1836138529938551,Greater Half,Greater Half,461
1438808983108348,BOLD PAC,CHC BOLD PAC,455
496696933682736,Jeff Merkley,JEFF MERKLEY FOR OREGON,455
21834534343,Volunteers of America,"VOLUNTEERS OF AMERICA, INC.",455
345378512258813,Elise Stefanik,ELISE FOR CONGRESS,452
305380096638473,Charles Booker,BOOKER FOR KENTUCKY,438
465483726908192,iVote,IVote Civic Education Fund,434
100869218120035,"Duncan Milne, State Senate Candidate, District 11 - Waldo County",Milne For Maine Senate,429
2012750189007245,Liquid Death Mountain Water,Liquid Death,429
1055873511190792,Hello Resistance,Hello Resistance Apparel,426
586751814690068,Joni Ernst,Joni for Iowa,425
27544763621,Prison Fellowship,Prison Fellowship,420
101183127996396,Four Is Enough,PACRONYM,415
1338822066131069,Women's March,Women's March,414
102987667756839,Sari for Maine Senate,and Authorized by Sari for Senate,412
83290028957,Care Net,CARE NET,411
1603970836515319,Carlow for House,CARLOW FOR HOUSE,404
145655012153791,Maine AFL-CIO,Maine AFL-CIO,402
357750373755,National Domestic Workers Alliance,National Domestic Workers Alliance,401
77852784853,Absolut,Pernod Ricard USA,399
1799282383731277,TwoSeventy,Alexander Jared Deutsch,398
101591551371555,Fire Mitch. Save America.,SAVE AMERICA FUND,398
104325844436320,US Dollar Reports,US Dollar Reports,397
834645469890446,Devin Nunes,DEVIN NUNES CAMPAIGN COMMITTEE,395
431099560800970,Front Page Live,"Front Page Live, Inc.",395
109092142462587,Adam Schiff,SCHIFF FOR CONGRESS,393
173345522694004,Southern Maine Workers' Center,Southern Maine Workers Center,393
110018833813683,Flip the Senate,SMP,393
101724361319410,Ronny Jackson for U.S. Congress TX-13,Texans for Ronny Jackson,392
914299901998647,Movimiento Cosecha,Movimiento Cosecha,391
393076844046051,Progressive Caucus,CONGRESSIONAL PROGRESSIVE CAUCUS PAC,391
104853560939069,Ross LaJeunesse for Maine,ROSS FOR MAINE,390
118022539598510,Hometown Values,HOMETOWN VALUES PAC,387
118303441570966,Home Ownership Matters,NATIONAL ASSOCIATION OF REALTORS,384
2185993931653388,The Recount,"Recount Media, Inc",380
111499100431,National Association for Gun Rights,National Association for Gun Rights PAC,380
21455818797,Feed the Children,"FEED THE CHILDREN, INC.",380
50982313030,Food & Water Watch,Food & Water Watch,379
1456310534453054,Veteran Loans Online,"LMB OpCo, LLC",379
6165653060,AFSCME,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,379
169597416843751,Stand Up America,Stand Up America,377
166618413413767,Jay Sekulow,American Center for Law and Justice,377
104851617686932,Concealed Country,Concealed Country,373
518194348194441,RepresentUs,RepresentUs,369
820882001277849,Coca-Cola,The Coca-Cola Company with Facebook ad credits,368
19746387261,Humane Society International,Humane Society International,367
108118933908193,Next Level Goods,Next Level Goods LLC,366
294196590710262,FWD.us,FWD.us,364
1610834479233860,Fight For Reform,End Citizens United Non-federal,363
105929991030423,My Freedom Jersey,"My Freedom Jersey, LLP",363
121626482110,Operation Smile,"OPERATION SMILE, INC.",359
171651620209487,Brady PAC,Brady Pac,359
53541257714,The Arc of the United States,"ARC OF THE UNITED STATES, INC., THE",354
1585761838387907,Unity College Online,Unity College,350
111428049989,Cal Cunningham,CAL FOR NC,349
1688725768007141,Michelle Caruso-Cabrera,CARUSO-CABRERA FOR NEW YORK,345
6041057841,The Humane Society of the United States,"HUMANE SOCIETY OF THE UNITED STATES, THE",343
493811210669780,Creative Action Network,Creative Action Network,340
219612384781411,Bloomberg Philanthropies,Bloomberg Philanthropies,338
342887442508723,Convention of States,Convention of States Action,334
153053554728336,iShares,"BLACKROCK, INC.",333
28896772146,San Diego Zoo,ZOOLOGICAL SOCIETY OF SAN DIEGO,333
11111618026,Union of Concerned Scientists,"UNION OF CONCERNED SCIENTISTS, INC.",332
129914120385683,Families USA,Families USA,332
103983379801,Texas Democratic Party,Texas Democratic Party,330
107761702578379,American Institute for Cancer Research - AICR,American Institute for Cancer Research,330
100195511560092,Injury Compensation Center,Injury Compensation Center,328
193618220508,LIFE Today,LIFE Outreach International,324
69983322463,Ted Cruz,TED CRUZ FOR SENATE,321
107210084216238,Humanity Forward,Humanity Forward,318
1745691098822972,Brad Parscale,"DONALD J. TRUMP FOR PRESIDENT, INC.",316
110177119192569,Knightscope,William Li,316
683872625157265,Theresa Greenfield,THERESA GREENFIELD FOR IOWA,316
106076144322918,Max Coolidge for State Representative,Max Coolidge for State Representative,316
10461186460,Ben & Jerry's,"BEN & JERRY'S HOMEMADE, INC.",312
2264090133834042,Invite Research,Precision Network,312
300992409852,Hoover Institution,Hoover Institution,310
593289284500311,Trump Rack,BOXD Marketing,309
197760674021143,Indivisible Guide,INDIVISIBLE ACTION,305
100391988083233,Triggered Freedom Apparel,Triggered Freedom Apparel,304
139398939438430,Left Action,Left Action LLC,303
100401327980848,National Parents Union,National Parents Union,302
8321461609,MomsRising.org,MomsRising Together,301
42002969352,Center on Budget and Policy Priorities,Center on Budget and Policy Priorities,300
159616034235,Walmart,WALMART INC.,298
746938465317981,Nuclear Matters,Nuclear Matters,296
116546288359245,Heritage Action for America,HERITAGE ACTION FOR AMERICA,292
126694924050678,Xavier Becerra,Becerra for Attorney General 2022,288
414507242439358,DNC War Room,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,288
303061950155375,John James,"JOHN JAMES FOR SENATE, INC.",286
420785874975425,Conservative Institute,The Conservative Institute,284
8473889271,National Parks Conservation Association,National Parks Conservation Association,284
14413545701,Conservation Law Foundation,"CONSERVATION LAW FOUNDATION, INC.",284
155029087914,Maine People's Alliance,MAINE PEOPLE'S ALLIANCE INC,282
174009339411865,SmartNews,"SmartNews International, Inc.",282
135298176481584,Marine Corps Scholarship Foundation,Marine Corps Scholarship Foundation,280
129255907131113,NumbersUSA,NUMBERSUSA EDUCATION AND RESEARCH FOUNDATION,279
123963360928,SiriusXM,SiriusXM,279
101136147910784,Represent Justice,Represent Justice,279
1859113087545137,Yes. Every Kid.,"yes. every kid, Inc.",276
971668776283950,PolicyEd,Hoover Institution,276
216311481960,Bill Gates,Bill Gates,273
5943727453,American Humane,American Humane,273
23790541544,Democrats,DCCC,272
22898109808,Grist.org,"GRIST MAGAZINE, INC.",267
265268336865693,Do Amore,Do Amore Limited Company,266
8057376739,The Nature Conservancy,Nature Conservancy,266
7341997111,Conservation International,Conservation International,265
253791814655400,Doug Collins,"COLLINS FOR SENATE, INC.",264
67626834312,National Women's Law Center,National Women's Law Center,263
115379705206001,U.S. Department of Homeland Security Blue Campaign,DHS Blue Campaign,262
192015461630968,Supporting Our Brave Veterans,James Brian Plouf,260
108521627416020,Toni Bashinsky for State Representative,Toni Jo Bashinsky,259
101165966152,AFL-CIO,AFL-CIO,259
107803440835562,US Hot Gears,Click Wonders,258
1166660030079480,National Democratic Redistricting Committee,National Democratic Redistricting Committee,256
19972147679,SEIU,SEIU,253
85273022315,NAMI,NAMI,252
46347342434,EMILY's List,EMILY'S LIST,252
100100244740772,Maine Waste-to-Energy,Alexander O Munsell,251
160389977329803,ATTN:,ATTN: INC.,250
2267405033373814,Doctor Patient Unity,Doctor Patient Unity,250
107654924064350,Pat Timmons-Goodson,PATRICIA TIMMONS-GOODSON FOR CONGRESS,248
376776419037747,Turning Point USA,Turning Point USA,247
1632866270065962,Jewish Democratic Council of America,Jewish Democratic Council of America,246
573586572745300,Raise-Op Housing Cooperative,Craig Owen Saddlemire,245
152264148166020,Moms Clean Air Force,Moms Clean Air Force,243
103376804451432,Trending Politics,Making Web LLC,242
128167457221813,Public Transportation,Voices for Public Transit,242
7192716362,Amnesty International USA,Amnesty International USA,242
54787697857,Ron Wyden,WYDEN FOR SENATE,241
425771317501061,Michael Knowles,The Daily Wire,240
248181906078243,National Institute for Civil Discourse,CommonSense American,239
108962720550426,John Linnehan Republican for Maine Senate,John D Linnehan,237
130467958471,Jason Lewis,Jason Lewis for Senate,236
267180743723148,National Geographic Society,National Geographic Society,236
1523403537916328,State Innovation Exchange,State Innovation Exchange (SiX),236
747436915270894,Congressional Leadership Fund,CONGRESSIONAL LEADERSHIP FUND,235
925007000949719,ExxonMobil,Exxon Mobil Corporation,233
207672706051382,Kyle Bailey for State House,Kyle R Bailey,232
34362997676,United States Holocaust Memorial Museum,UNITED STATES HOLOCAUST MEMORIAL MUSEUM,232
142665849854371,House Freedom,HOUSE FREEDOM FUND,231
102047517918,The Commonwealth Fund,"COMMONWEALTH FUND, THE",230
15771560300,Earthjustice,EARTHJUSTICE,230
6502038524,First Book,FIRST BOOK,227
8924408197,National Partnership for Women & Families,National Partnership for Women & Families,226
1389807071117013,Lynn Afendoulis,Lynn Afendoulis for Congress,226
109846247289678,Michelle Kaplan for Ellsworth and Trenton Representative,Michelle Kaplan,224
112621057029615,Stay Home Save Lives,"Stay Home, Save Lives",223
788394134539871,USPS Business,United States Postal Service,223
106333028376,"Nichols Kaster, PLLP",Nichols Kaster PLLP,221
592707041080920,Stand Together,Stand Together Chamber of Commerce Inc.,220
30914589895,The International Fellowship of Christians and Jews,"INTERNATIONAL FELLOWSHIP OF CHRISTIANS & JEWS, INC.",218
111702860231554,Matt Lieberman,Matt Lieberman for Senate,217
549138915142492,Eloise Vitelli for State Senate,Eloise Vitelli,216
