Page ID,Page Name,Disclaimer,Amount Spent (USD)
2185993931653388,The Recount,"Recount Media, Inc",≤100
10150100007820094,Wendy Davis,WENDY DAVIS FOR CONGRESS,≤100
34362997676,United States Holocaust Memorial Museum,UNITED STATES HOLOCAUST MEMORIAL MUSEUM,≤100
85452072376,Newsmax,Newsmax Media,≤100
114710126648118,Republican Dogs,Republican Dogs,≤100
281844617168,Jewish Voice Ministries International,JEWISH VOICE MINISTRIES INTERNATIONAL,≤100
2602473023098666,Democratic Polling Center,Democratic Governors Association,≤100
345504286342057,Keeping America Great Again,RightWingGear.com,≤100
113697513378680,Clean Energy Matters,Clean Energy Matters,≤100
427290978110426,Backpage Trafficking,X Social Media LLC,≤100
527930823935849,Chaleff Rehwald Peterson,Daniel Robert Chaleff,≤100
127755494595870,Progressive Takeover,PROGRESSIVE TAKEOVER,≤100
1553978148244954,Build With Strength,Build With Strength,≤100
612701059241880,Latinos for Trump,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,≤100
255587152180,Shavitz Law Group,Paul James Herrmann,≤100
9324910069,NRSC,NRSC,≤100
67670506458,National Health Council,NATIONAL HEALTH COUNCIL INC,≤100
107953199261156,ifaw,"INTERNATIONAL FUND FOR ANIMAL WELFARE, INC.",≤100
21898300328,BuzzFeed,These ads ran without a disclaimer,≤100
602074469965571,Plan C,NATIONAL WOMENS HEALTH NETWORK,≤100
112735922758892,Charlie Kirk,Charlie Kirk,≤100
193618220508,LIFE Today,LIFE Outreach International,≤100
694018803971067,Chinese American Voters Education Committee - CAVEC,Chinese American Voters Education Committee,≤100
414507242439358,DNC War Room,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,≤100
555394394483002,Urban Resource Institute,Urban Resource Institute,≤100
120522437962280,Hutchins Center for African & African American Research,The Hutchins Center for African & African American Research at Harvard University,≤100
45393753416,Alliance Defending Freedom,Alliance Defending Freedom,≤100
153446658100252,Lumina Foundation,Lumina Foundation,≤100
8934429638,Planned Parenthood Action,Planned Parenthood Votes,≤100
1771156219840594,Team Trump,"DONALD J. TRUMP FOR PRESIDENT, INC.",≤100
8934429638,Planned Parenthood Action,Planned Parenthood Action Fund,≤100
111335617001005,Tim Eyman for Governor,Governor Tim Eyman For Washington State - Tim4Gov.com,≤100
665345483483486,NRA - National Rifle Association of America,NATIONAL RIFLE ASSN OF AMERICA,≤100
203197030603239,8 Billion Trees,8 Billion Trees LLC,≤100
525171637666780,Sandy Piña California Delegate,RCR,≤100
159964696102,Kevin McCarthy,KEVIN MCCARTHY FOR CONGRESS,≤100
8047221596,Save the Children US,"SAVE THE CHILDREN FEDERATION, INC.",≤100
1487587521541634,President Donald Trump Fan Club,I Love My Freedom,≤100
111222097052022,KW Miller Congressional Committee,KW Miller Congressional Exploratory Committee,≤100
717115395103069,PrintedKicks,Printed Kicks,≤100
175886458122,People's Action,People's Action,≤100
109784800371914,Protect Kids: Fight Flavored E-Cigarettes,TOBACCO-FREE KIDS ACTION FUND,≤100
107055757575334,Mark Jones for District Attorney,The Committee to Elect Mark Jones for District Attorney,≤100
8550121410,Free Speech America Project,MEDIA RESEARCH CENTER,≤100
820882001277849,Coca-Cola,The Coca-Cola Company with Facebook ad credits,≤100
1708467695859543,Veteran Transition Mission,Sonia Ivelisse Barriera Ayala,≤100
108824017345866,Facebook,"Facebook, Inc.",≤100
5998839406,NARAL Pro-Choice Texas,NARAL Pro-Choice Texas,≤100
332716170522025,America First Action,America First Action,≤100
15779440092,National Review,"NATIONAL REVIEW, INC.",≤100
209516845093,NRDC Action Fund,NRDC Action Fund,≤100
461204744067686,Family Protection Association,Family Protection Association,≤100
102756811269921,Fellow Americans,Fellow Americans,≤100
834645469890446,Devin Nunes,DEVIN NUNES CAMPAIGN COMMITTEE,≤100
111393882812494,Amy McGrath,"AMY MCGRATH FOR SENATE, INC.",≤100
150092929888,"Haeggquist & Eck, LLP",These ads ran without a disclaimer,≤100
59254639983,Boston Medical Center,BOSTON MEDICAL CENTER,≤100
431099560800970,Front Page Live,"Front Page Live, Inc.",≤100
833845080319275,The Daily Patriot,Full Tilt Holdings LLC,≤100
342294162453301,Planned Parenthood,Planned Parenthood Federation of America,≤100
15687409793,World Wildlife Fund,World Wildlife Fund,≤100
7263476274,Mercy Corps,Mercy Corps,≤100
791543660926838,"I'll go ahead and keep my guns, Thanks",2A4LIFE LLC,≤100
104851617686932,Concealed Country,Concealed Country,≤100
10423517786,Harvard Business Review,HARVARD BUSINESS SCHOOL PUBLISHING CORPORATION,≤100
102389457864860,Treehuggers Bracelets,ECOMX LLC,≤100
115286365119,National Pork Board,National Pork Board,≤100
104346427586194,Mark Cobb for Colleton County Sheriff 2020,Mark Eric Cobb,≤100
10461186460,Ben & Jerry's,"BEN & JERRY'S HOMEMADE, INC.",≤100
993294760683044,Education Reform Now,Education Reform Now,≤100
155363124486736,Steven Fulop,Election Fund of Steven Fulop 2021,≤100
635038436602528,Helen Gym,Friends of Helen Gym,≤100
130813080942289,Martin Coy Allison,These ads ran without a disclaimer,≤100
1852520761657982,4ocean,4ocean,≤100
389607674414798,Na'ah Illahee Fund,Washington State Office of Financial Management,≤100
916908791847627,Prosperity Michigan,Prosperity Michigan,≤100
1539972792944463,Forge Leadership Network,Forge Leadership Network,≤100
185715918133399,Kentucky Cabinet for Economic Development,These ads ran without a disclaimer,≤100
102286039830596,SEIU Local 49,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 49,≤100
338530640123780,Irresistible,Focus Features,≤100
1190477867687918,Danyl Patterson for the 190th,Dabyl Sefzbbbei S Patterson,≤100
109384680446893,No Plastic Waste,Alfredo Lamont,≤100
188184550977,Michigan Nonprofit Association,Michigan Nonprofit Association,≤100
576705655712575,Jason Williams,These ads ran without a disclaimer,≤100
77459136187,Gavin Rollins,GAVIN ROLLINS FOR CONGRESS,≤100
83854481790,One Love Global,"ONE LOVE GLOBAL, INC.",≤100
107626047540927,Veteran Earplug Claims,My Earplug Injury,≤100
343618292379217,Planned Parenthood of Metropolitan Washington DC - PPMW,Planned Parenthood of Metropolitan Washington DC,≤100
1763424350447523,DreamCatcher Marketing,Maria Eugenia Naranjo,≤100
286290521529387,Gary S. Miliefsky,These ads ran without a disclaimer,≤100
606986229764450,We_The_Peeps,"Peeps Democracy, Inc.",≤100
711694305560818,Conservatives for Clean Energy,Conservatives for Clean Energy,≤100
114274493350512,Georgia Alliance for Community Hospitals,Georgia Alliance for Community Hospitals,≤100
96826022393,Yale Environment 360,Yale Environment 360,≤100
1730917013891778,Curt's Shirts,Curtis Lee Cooper,≤100
108337384472,CASA,CASA,≤100
915003718569417,Scott  C. Andrews for Judge,Committee to Elect Scott Andrews,≤100
304600892905134,Hillsdale College Online Courses,HILLSDALE COLLEGE,≤100
586751814690068,Joni Ernst,Joni for Iowa,≤100
111585603642437,Angelito Tenorio for West Allis,Tenorio for West Allis,≤100
152185024462,Louisiana Right to Life,Louisiana Right to Life,≤100
101247484747218,conservative_perspective,David Cooper Stephens,≤100
109903167155203,Mimi Rocah for District Attorney,Mimi Rocah for DA,≤100
265268336865693,Do Amore,Do Amore Limited Company,≤100
6726182861,Mike Pence,"DONALD J. TRUMP FOR PRESIDENT, INC.",≤100
854831008020872,Marty Bryan Moss  for President of the United States,Marty  Bryan Moss,≤100
427302110732180,Mike Cernovich,Michael C Cernovich,≤100
2043883232397356,Marlon Hill for D9,"Marlon Hill for Miami-Dade County Commissioner, District 9",≤100
25254987383,Joyce Meyer Ministries,"JOYCE MEYER MINISTRIES, INC.",≤100
10312041466,Generation Progress,Generation Progress,≤100
288536308709632,Stand with Grocery Workers,United Food and Commercial Workers International Union,≤100
175403889150682,FindLaw.com,FindLaw Consumer,≤100
80562389320,NARAL Pro-Choice America,NARAL Pro-Choice America,≤100
2009466829272479,SavageXFenty,These ads ran without a disclaimer,≤100
100802521628859,Loran Joseph for Baker County Commissioner,Loran Joseph for Baker County Commissioner,≤100
54210104594,Indiana University,Indiana University,≤100
278799112231915,Sue-Ham,Sulondia Renice Hammond,≤100
132066233534659,Healthcare Education Project,Healthcare Education Project,≤100
1050320055029012,Outrider Foundation,OUTRIDER FOUNDATION,≤100
922580991129339,People's Mojahedin Organization of Iran - MEK IRAN,MEK-Iran (Saeid Saadati),≤100
23875187730,Feeding America,Feeding America,≤100
106874877550275,Tricia Hise for State Senate,Tricia Lynne Hise,≤100
184040026329,Jon Hardister,Jon Hardister for NC House,≤100
1284735221676638,BELatina News,BELatina News,≤100
7474340746,Human Rights First,HUMAN RIGHTS FIRST,≤100
109140985838232,Progress Texas,Progress Texas,≤100
105295977816659,Turtle's Journey.Co,Binh Tai Lam Dang,≤100
112846393514400,Washburn for Wisconsin Sixth,WASHBURN FOR WISCONSIN SIXTH,≤100
568103006940639,Law Office of Gary J. Kim,Law Offices of Gary J. Kim,≤100
101836924608350,Grant For SC,Committee to Elect Hamilton Grant,≤100
559244524600331,Vunella,Alan Woods,≤100
1084856268238034,Trump Talking,Roberto None Lugo,≤100
468906559794011,LaunchGood,LaunchGood Inc.,≤100
393932827634250,Dissent Pins,Common Practice,≤100
327202261326682,Stephanie Bice,Bice for Congress,≤100
678029215732185,Reclaim Idaho,Reclaim Idaho,≤100
101157164782312,Superzerotribe,superzero LLC,≤100
141903186483620,Marsy's Law for Pennsylvania,"Marsy’s Law for Pennsylvania, LLC",≤100
286597537859,Global Health Technologies Coalition,Global Health Technologies Coalition,≤100
357484764271265,Dustin Stockton,Dustin Alan Stockton,≤100
709046012792616,National Audubon Society Action Fund,National Audubon Society Action Fund,≤100
101987144592086,Stollings for West Virginia,Stollings for West Virginia,≤100
648118055203804,Reset Public Affairs,RESET PUBLIC AFFAIRS LLC,≤100
106469240890813,Military Support,Whats Your Injury Worth,≤100
273546779885377,The Gallant Pelham,"The Gallant Pelham, LLC",≤100
189758874031,Outside TV,"OUTSIDE TELEVISION, INC.",≤100
11927433507,Planned Parenthood Mar Monte,Planned Parenthood Mar Monte,≤100
531608553646121,Know the Dangers,RUSSELL HERDER GBC,≤100
1754669597959219,Evie,Evie Magazine,≤100
353682792005802,Heather Mulligan Begley for Judge,Committee to Elect Heather Begley for Judge,≤100
30792325085,Bipartisan Policy Center,"BIPARTISAN POLICY CENTER, INC.",≤100
10209181530,The German Marshall Fund of the United States,"GERMAN MARSHALL FUND OF THE UNITED STATES, THE",≤100
9364828262,Citizens Against Government Waste,COUNCIL FOR CITIZENS AGAINST GOVERNMENT WASTE,≤100
673911996356327,Gov. Bill Lee,the State of Tennessee,≤100
72931140459,Center for Biological Diversity,"CENTER FOR BIOLOGICAL DIVERSITY, INC.",≤100
110177119192569,Knightscope,William Li,≤100
110422247344891,"Joey Correnti IV for HD47 - Riverside, Encampment, Saratoga, Platte Valley",JOEY CORRENTI FOR HD47,≤100
102170421397779,Jacobsen4Commissioner,Jacobsen 4 Commissioner,≤100
7476269851,Congressman Don Young,The Office of Congressman Don Young,≤100
103316901311254,Williamson County 2020 Census Complete Count Committee,Justin Adam Staples,≤100
23516382545,B Corporation,B LAB COMPANY,≤100
122671561263552,Committee for Better Banks,"COMMUNICATIONS WORKERS OF AMERICA, AFL-CIO, CLC",≤100
1859113087545137,Yes. Every Kid.,"yes. every kid, Inc.",≤100
103353801041169,World Indigene,These ads ran without a disclaimer,≤100
373814729643508,Let America Vote,LET AMERICA VOTE PAC,≤100
137427899615856,"Central Union Mission, DC",CENTRAL UNION MISSION (INC),≤100
101732054915752,BLACK WITH  POWER,Black and Powerful,≤100
100794761618641,ConcealedCo,ConcealedCo.com,≤100
138226223674071,Reform L.A. Jails,"Reform LA Jails, A Committee Supporting Jail Reform and Community Reinvestment, Sponsored by Justice Teams Network, A Project of Tides Advocacy. Committee Major Funding by Open Philanthropy Action Fund and Tides Advocacy. FPPC ID #1403015.",≤100
1152852928214990,Respect Big Bend,Cynthia and George Mitchell Foundation,≤100
145380305523723,Secure America Now,Secure America Now,≤100
105953890782784,The Factual,The Factual,≤100
107000554216022,Aubrey Serpas for Holmes County Commissioner district 3,Aubrey Keith Serpas,≤100
28889108258,Gospel for Asia,"GOSPEL FOR ASIA, INC.",≤100
107877690574738,"Citizens for Kiki Tidwell, Blaine County Commissioner Candidate",Citizens for Kiki Tidwell,≤100
101724361319410,Ronny Jackson for U.S. Congress TX-13,Texans for Ronny Jackson,≤100
110019893736048,Grandpas Against Trump,Richard Carlton Carlton Daley,≤100
322043381633719,Gavin Clarkson for Senate,GAVIN CLARKSON FOR SENATE,≤100
1006110349586564,Congressman TJ Cox,Office of Congressman TJ Cox,≤100
149111148441167,Law Center For Social Security Rights,LAW CENTER FOR SOCIAL SECURITY RIGHTS,≤100
95001097200,National Association of Manufacturers,NATIONAL ASSOCIATION OF MANUFACTURERS OF THE UNITED STATES OF AMERICA INC.,≤100
183517831660100,Morning Consult,Morning Consult LLC,≤100
150911828314396,National Center for Civil and Human Rights,National Center for Civil and Human Rights,≤100
328783261284553,Marsy's Law for Tennessee,Marsy's Law for Tennessee,≤100
2218153288266044,350 New Hampshire Action,350NH Action,≤100
114988926312,HITN,HITN - Hispanic Information and Telecommunications Network,≤100
114367169942433,Illinois Real ID,Illinois Real ID,≤100
2185596488321332,Robert Martel,These ads ran without a disclaimer,≤100
1556323534653761,Richard Attias & Associates,Richard Attias & Associates,≤100
164513254148611,America's Voice News,Barbara Jean Lawrence,≤100
246323280108,American Medical Association (AMA),American Medical Association,≤100
126694924050678,Xavier Becerra,Becerra for Attorney General 2022,≤100
109677057145919,Hot Issue,Astonishean Miracle Bundage,≤100
1573514862764092,Speech First,Speech First,≤100
532567290599890,Dan McEntire for State Senate,Dan McEntire for State Senate,≤100
100172691699092,Certified CCW Online,CertifiedCCWOnline.com,≤100
1927548000892997,Joe Lopez for Orange County Sheriff,Jose Luis Lopez,≤100
331169547059436,Texas Rising,Texas Rising,≤100
29092950651,TED,TED Conferences,≤100
120333829372239,Salvos,Salvos,≤100
151617221654821,Natalie Jean,Natalie Jean,≤100
139466462865129,The Silver State Awards,Silver State Awards,≤100
309308412520731,Sandy Hook Promise,Sandy Hook Promise,≤100
110920340456578,Is the Republican Party Destroying Itself?,Thomas Edward Patterson,≤100
181924628560212,SumOfUs,SumOfUs,≤100
148838565248578,Bright Blue Dots,Bright Blue Dots,≤100
742790559090054,Alex Rowan Foundation,David Rowan,≤100
1847906471916017,Walker & Taylor PLLC,"Walker & Taylor, PLLC",≤100
357767468164047,Judge Ann Celine Walsh,Citizens to Elect Judge Ann Celine Walsh,≤100
104933662932387,CreativeFuture,CreativeFuture,≤100
219886468037083,West Texas Food Bank,WEST TEXAS FOOD BANK,≤100
856725841113233,The Happily Natural Day,Happily Natural Day,≤100
108228890579947,KOZ Water,Marcelle Renee Abel,≤100
331925617426439,Wesley Davis Property Appraiser of Indian River County,Indian River County Property Appraiser,≤100
472811836234923,Fred Akshar,Fred Akshar For Our Future,≤100
328752600585098,EmblemHealth,"EMBLEMHEALTH, INC.",≤100
182087119230169,Hot Head Candles,William Markusen,≤100
84258068778,FIRM Action,Center for Community Change Action,≤100
326609084015,Mark Ridley-Thomas,Los Angeles County Supervisor Mark Ridley-Thomas,≤100
103149433057910,Alabama Young Democrats,Alabama Young Democrats,≤100
766893656986669,Saratoga County Libertarian Committee,Saratoga County Libertarian Committee,≤100
100119281590089,Doctors for a Healthy Montana,Doctors for a Healthy Montana,≤100
103958214596787,Hedinger4Register,Jessica Anne Hedinger,≤100
6787988478,Physicians for Human Rights,"PHYSICIANS FOR HUMAN RIGHTS, INC.",≤100
490772387954022,Suraj Patel For New York,Friends of Suraj Patel,≤100
7675520975,SOS Children's Villages - USA,"SOS CHILDREN'S VILLAGES-USA, INC.",≤100
159642604122810,California Community Colleges,California Community Colleges Chancellor's Office,≤100
211095382256023,"Mars, Incorporated","Mars Wrigley Confectionery US, LLC",≤100
194079794553700,Invested Interests,Invested Interests,≤100
10498053716,Media Research Center,MEDIA RESEARCH CENTER,≤100
322894405289640,"Unanyan Law, Inc.",Unanyan Law,≤100
292351509697,Jerusalem Prayer Team,Jerusalem Prayer Team,≤100
53453003949,Hope Ministries,HOPE MINISTRIES,≤100
95356211637,Ben Ferguson,Ben Ferguson show,≤100
692143357580562,64 Parishes,Louisiana Endowment for the Humanities,≤100
146321956085057,Lynchburg Fire Fighters Assoc. - IAFF Local 1146,Lynchburg Fire Fighters Political Action Committee,≤100
201847089929522,Wisconsin Voices,Wisconsin Voices,≤100
146716918692692,AFP-Wisconsin,AMERICANS FOR PROSPERITY,≤100
11006419356,The Voice of the Martyrs - USA,"VOICE OF THE MARTYRS, INC., THE",≤100
102039711269282,Jerry For Mayor,Friends of NewTown Party,≤100
122894447754361,Institute for New Economic Thinking,"INSTITUTE FOR NEW ECONOMIC THINKING, THE",≤100
22898109808,Grist.org,"GRIST MAGAZINE, INC.",≤100
79125112926,Students for Life of America,"STUDENTS FOR LIFE OF AMERICA, INC.",≤100
110206523984709,Rural Not Stupid,Rural Not Stupid,≤100
0,Instagram User 2909750810,These ads ran without a disclaimer,≤100
357889445674,Humanity & Inclusion US,HUMANITY & INCLUSION,≤100
197461723779499,"Vasquez Law Firm, PLLC",William Junior Vasquez,≤100
1983690128350294,Judge Lisa Neubauer,Re-elect Judge Lisa Neubauer,≤100
153477451455783,The Optimist Daily,"The Optimist Publications, LLC",≤100
1674380582801983,Boca Save our Beaches,Boca Save our Beaches,≤100
215689771967950,Plastic Tides,"Plastic Tides, Inc.",≤100
142278567941,Massachusetts Teachers Association,Massachusetts Teachers Association,≤100
0,Instagram User 6597901217,These ads ran without a disclaimer,≤100
664770743730817,Dan Feehan for Congress,FRIENDS OF DAN FEEHAN,≤100
2409216849324204,School District of Newberry County,School District of Newberry County,≤100
1465414660422066,"Townsend, Gebhardt & Eppes, PLLC","Townsend, Gebhardt & Eppes, PLLC",≤100
747436915270894,Congressional Leadership Fund,CONGRESSIONAL LEADERSHIP FUND,≤100
103131054573692,Crawfordology,Crawfordology,≤100
233761700107851,The Alliance for Solar Choice,The Alliance for Solar Choice,≤100
0,Instagram User 5415271313,These ads ran without a disclaimer,≤100
455752241149223,Dolcefino Consulting,Dolcefino Consulting,≤100
650738308277235,The Nature Conservancy in the Caribbean,Nature Conservancy,≤100
2265971750329892,Dr. Manny Sethi for Senate,DR MANNY FOR US SENATE,≤100
800849203443822,California Business Daily,Franklin Archer,≤100
109005187317369,A Better Anchorage,"Yes for a Safe, Healthy Anchorage",≤100
80313731878,The Network - Advocating Against Domestic Violence,CHICAGO METROPOLITAN BATTERED WOMENS NETWORK,≤100
111432533604212,Maricar "Rica" Andrade,Maricar Andrade,≤100
64064370581,North Texas Food Bank,North Texas Food Bank,≤100
112723367025798,Chicago Census 2020,Joshua Robert Benson,≤100
30682191384,U.S. Committee for Refugees and Immigrants (USCRI),Loren Caitlin Schmidt,≤100
1014291495249813,Politicon,Politicon,≤100
107626607404475,Otero County & City of Alamogordo Census 2020,Otero County Managers Office,≤100
246491525549550,Education Post,Education Post,≤100
764132963795317,Banyan Hill Publishing,Banyan Hill Publishing,≤100
851152471658846,Arizona Free Enterprise Club,Arizona Free Enterprise Club,≤100
107206780915309,HydroClean,TELEBRANDS CORP.,≤100
102592959026,Ocean Conservancy,"OCEAN CONSERVANCY, INC.",≤100
110312563826283,SadEarth,SADEARTHBRAND,≤100
173753129419169,Representative Marcy Kaptur,Congresswoman Marcy Kaptur,≤100
104745474214057,HRA - OTC Birth Control,Corey Francis Mc Govern,≤100
530604487365010,Old Glory Flagpole Kits,Service First Flag Poles,≤100
112351917057757,Jessica DeVoto For Missouri,Jessica DeVoto For Missouri,≤100
2095417444068117,For Michigan's Future,For Our Future Action Fund,≤100
111772843789224,HURD PAC,HAVING UNWAVERING RESOLVE AND DETERMINATION PAC,≤100
6500552187,Hulu,"HULU, LLC",≤100
139362439415490,Jewish Federation of Palm Beach County,"JEWISH FEDERATION OF PALM BEACH COUNTY, INC.",≤100
81517275796,UNICEF USA,UNITED STATES FUND FOR UNICEF,≤100
151686754920712,The West Virginia Record,The Record,≤100
154510321337994,Chris Pappas for Congress,CHRIS PAPPAS FOR CONGRESS,≤100
109234287233536,McCall for Florence City Council,Chaquez Tawan Mccall,≤100
214536049346,VPIRG,VERMONT PUBLIC INTEREST RESEARCH GROUP,≤100
104727516263121,"Abrahamsen, Conaboy & Abrahamsen, P.C.","Abrahamsen, Conaboy & Abrahamsen",≤100
290851614930809,Combat AntiSemitism,Combat Anti-Semitism,≤100
229358837936619,"Janet Yang Rohr - For IL State Representative, 41st District",Friends of Janet Yang Rohr,≤100
755724061225054,que Bottle,These ads ran without a disclaimer,≤100
8325302025,Friends of the Earth U.S.,Friends of the Earth,≤100
142864489085700,Pars Equality Center,Pars Equality Center,≤100
1517919588502283,Christy Smith for Congress,CHRISTY SMITH FOR CONGRESS,≤100
427084097477881,America's Health Insurance Plans (AHIP),America's Health Insurance Plans,≤100
474088813364857,Americans Against Antisemitism,Americans Against Antisemitism,≤100
104117891137180,Everyday is a Second Chance,Shi Yuan Ge,≤100
402120963932260,Counterpoint,Counterpoint,≤100
1597196260595884,David B. Hooten for OKlahoma County Clerk,David Benjamin Hooten,≤100
12690173701,V-Day,V-Day,≤100
543055672532190,ConnecticutEast,Brian Scott-Smith - Broadcaster,≤100
1837356789847797,Fulcrum News,David George Seaman,≤100
152264148166020,Moms Clean Air Force,Moms Clean Air Force,≤100
108925558017,Shared Hope International,Shared Hope International,≤100
186666348590362,Collin County Votes,Collin County Business Alliance,≤100
108685550805818,"Xpand Care, Inc.",Adam Craig Schlifke,≤100
220765417948995,Cobb County Democratic Committee,Cobb County Democratic Committee,≤100
124955570892789,Bernie Sanders,BERNIE 2020,≤100
114989253202136,Consumer Protection Law,Sift Legal Marketing,≤100
100757504960070,Concealed_Country,Concealed Country,≤100
218721288205051,Thomas Massie,Thomas Massie for Congress,≤100
174467403129304,Yoopine,Yoopine Inc.,≤100
473956976508778,The Slowdown,Slowdown Media,≤100
36474716066,Color Of Change,ColorofChange.org,≤100
101624321445953,Garrett Blad for State Rep,Blad for Indiana,≤100
79047202856,People's World,People's World,≤100
213792049451918,Stand For America,Stand For America Inc,≤100
35169196082,Project HOPE,"PROJECT HOPE-THE PEOPLE-TO-PEOPLE HEALTH FOUNDATION, INC.",≤100
279288672501987,Private Banking Concepts,Jeffrey  Lawrence,≤100
105373450956616,Earl for Congress,FRIENDS OF EARL GRANVILLE,≤100
108736064097262,American Family Programs,Penelope Mylynn Nguyen,≤100
560720844354559,Minority Humanitarian Foundation,Mark Albert Lane,≤100
286930861357527,The Law Office of Tiffanie C. Meyers,Tiffanie Charise Meyers,≤100
350316025478383,When We All Vote,When We All Vote,≤100
612701059241880,Latinos for Trump,"DONALD J. TRUMP FOR PRESIDENT, INC.",≤100
2030590757228019,Rev. Mark Creech,Mark Creech,≤100
989115077828893,John Muir Project of Earth Island Institute,John Muir Project,≤100
2208522842811290,Matt Maillaro for DA,Paid for by Matthew Maillaro for District Attorney,≤100
174371409720577,Abdul El-Sayed,AME Higher LLC,≤100
107874270910303,sophiaprise,These ads ran without a disclaimer,≤100
583648525060535,"Libertarian Party of Clark County, Nevada",Steven Brown,≤100
