Page ID,Page Name,Disclaimer,Amount Spent (USD)
2190200147671191,The Balance of Power,Jorge Hernando,3331
417522508294454,Job Creators Network,Job Creators Network,3314
193618220508,LIFE Today,LIFE Outreach International,3301
1711390915783604,Jack Bergman,BERGMANFORCONGRESS,3298
113842443643787,QuickConcealed,QuickConcealed.com,3289
100994708182016,Neighbors for public schools,Neighbors for Public Schools,3289
83290028957,Care Net,CARE NET,3275
10312041466,Generation Progress,Generation Progress,3215
2185993931653388,The Recount,"Recount Media, Inc",3206
112325855474892,Speak Up For Education and Kids,National Education Association,3202
101724361319410,Ronny Jackson for U.S. Congress TX-13,Texans for Ronny Jackson,3182
1878332172410716,Be SMART for Kids,Everytown for Gun Safety Support Fund Inc,3181
15041226930,Oxfam,"OXFAM AMERICA, INC.",3158
8934429638,Planned Parenthood Action,Planned Parenthood Votes,3110
1424473931020223,Senator Adam Hollier,Senator Adam Hollier,3099
1438808983108348,BOLD PAC,CHC BOLD PAC,3096
18709174006,National Audubon Society,"NATIONAL AUDUBON SOCIETY, INC.",3081
109092142462587,Adam Schiff,SCHIFF FOR CONGRESS,3080
535369126505283,Oakland County Democratic Party,OAKLAND COUNTY DEMOCRATIC PARTY,3055
2095417444068117,For Michigan's Future,For Our Future Action Fund,3052
43287633515,Alliance for Climate Education,Alliance for Climate Education,3028
118916718118531,Feeding America West Michigan,FEEDING AMERICA WEST MICHIGAN,3022
97493741436,John W. Hickenlooper,HICKENLOOPER FOR COLORADO,3016
103682110993833,Arctic Refuge Defense Campaign,Alaska Wilderness League,3005
69983322463,Ted Cruz,TED CRUZ FOR SENATE,3001
465483726908192,iVote,IVote Civic Education Fund,2990
1799282383731277,TwoSeventy,Alexander Jared Deutsch,2988
984421991732710,Paycheckology,Paycheckology,2981
108118933908193,Next Level Goods,Next Level Goods LLC,2913
2012750189007245,Liquid Death Mountain Water,Liquid Death,2913
118303441570966,Home Ownership Matters,NATIONAL ASSOCIATION OF REALTORS,2908
6165653060,AFSCME,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,2907
310530312396144,Michigan Freedom Fund,Michigan Freedom Fund,2899
101183127996396,Four Is Enough,"PACRONYM, PACRONYM.org. Not authorized by any candidate or candidate’s committee.",2897
169869479728014,Caledonia Community Schools,Caledonia Community Schools,2890
820882001277849,Coca-Cola,The Coca-Cola Company with Facebook ad credits,2889
1055873511190792,Hello Resistance,Hello Resistance Apparel,2883
8532248414,Wounded Warrior Project,"WOUNDED WARRIOR PROJECT, INC.",2842
17203056985,Partners In Health,Partners In Health,2820
1336293769761923,Jon Ossoff,JON OSSOFF FOR SENATE,2803
1917715138510680,Follow Your Legend,Legend Bracelet,2803
1688725768007141,Michelle Caruso-Cabrera,CARUSO-CABRERA FOR NEW YORK,2798
102592959026,Ocean Conservancy,"OCEAN CONSERVANCY, INC.",2787
111970730196550,World War Zero,AMERICAN SECURITY PROJECT,2778
1447994318779650,AirMedCare Network,AIrMedCare Network,2752
756406321164789,Fix MI State,"Michigan Infrastructure & Transportation Association, Inc.",2744
300992409852,Hoover Institution,Hoover Institution,2734
100976481264435,Whittney Williams for Congress,WHITTNEY WILLIAMS FOR CONGRESS,2714
1745691098822972,Brad Parscale,"DONALD J. TRUMP FOR PRESIDENT, INC.",2702
77852784853,Absolut,Pernod Ricard USA,2697
7292655492,MoveOn,MOVEON.ORG CIVIC ACTION,2687
102389457864860,Treehuggers Bracelets,ECOMX LLC,2674
496696933682736,Jeff Merkley,JEFF MERKLEY FOR OREGON,2657
108047917519219,Voices from the Frontline,American Federation of Teachers,2638
163302087408673,Stop The Donald,Stop the Donald,2635
112694470356789,Trumpcare For America,Stuart Joseph Millar,2620
123192635089,GOP,REPUBLICAN NATIONAL COMMITTEE,2611
210277954204,The Young Turks,"The Young Turks, Inc.",2611
107761702578379,American Institute for Cancer Research - AICR,American Institute for Cancer Research,2610
118022539598510,Hometown Values,HOMETOWN VALUES PAC,2610
169597416843751,Stand Up America,Stand Up America,2590
596556607135301,The Earthling Co.,The Earthling Co.,2582
317919011655525,Safe & Just Michigan,Safe & Just Michigan,2579
101383508020332,Flexhealthplan,FlexHealthPlan,2550
76152038707,Michigan Realtors,Michigan Realtors,2550
108283897257747,Keeley Blanchard for Judge,Committee to Elect Keeley Blanchard,2525
103859441027698,Heartland Priorities,DCCC,2500
420785874975425,Conservative Institute,The Conservative Institute,2499
393076924384930,People Power,American Civli Liberties Union,2473
329124997798417,Tom Norton for Congress,Tom Norton for Congress,2452
593289284500311,Trump Rack,BOXD Marketing,2451
2321993584737314,The Markin Report,The Markin Report,2439
1877671505780856,ReBuild USA,Rebuild USA,2427
709046012792616,National Audubon Society Action Fund,National Audubon Society Action Fund,2424
106875060931336,National News Flash,Denisia Monea Williams,2412
155888077855,Mike Bouchard,Michael Bouchard,2395
1690071827911682,Cleancult,cleancult,2378
253791814655400,Doug Collins,"COLLINS FOR SENATE, INC.",2373
15239367801,The Wilderness Society,"WILDERNESS SOCIETY, THE",2371
6236054211,Brady,Brady Campaign to Prevent Gun Violence,2357
110022477032429,Mike Franken,FRANKEN FOR IOWA,2350
129255907131113,NumbersUSA,NUMBERSUSA EDUCATION AND RESEARCH FOUNDATION,2336
304796322926038,Bryan Posthumus for State Representative,Friends of Bryan Posthumus,2336
747436915270894,Congressional Leadership Fund,CONGRESSIONAL LEADERSHIP FUND,2332
971668776283950,PolicyEd,Hoover Institution,2322
53541257714,The Arc of the United States,"ARC OF THE UNITED STATES, INC., THE",2321
425771317501061,Michael Knowles,The Daily Wire,2305
8492293163,Environmental Defense Fund,Environmental Defense Fund,2294
414507242439358,DNC War Room,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,2292
179381115451109,Bridge Magazine,CENTER FOR MICHIGAN THE,2286
126575267904438,Love Beauty and Planet,Unilever,2263
21559454473,FAIR,FEDERATION FOR AMERICAN IMMIGRATION REFORM,2256
159616034235,Walmart,WALMART INC.,2255
47710973068,Cooperative Action Network,National Rural Electric Cooperatives Association,2255
756232037796207,POWER HOME SOLAR,POWER HOME SOLAR,2230
